"Multi-PIP Response Magnitude to Impedance Calibration"
"Name",High
"Load Resistance",10000000
"Input Gain",IA_CTRL_PGA_GAIN5
"Output Vpp",IA_CTRL_VOLT_2000
"Rfb Select",False
"Frequency (Hz)","Gain"
39550,5.97668737691709E-11
39700,5.97668737691709E-11
39850,5.97668737691709E-11
40000,5.97668737691709E-11
40150,5.97668737691709E-11
40300,5.97668737691709E-11
40450,5.97668737691709E-11
40600,5.97668737691709E-11
40750,5.97668737691709E-11
40900,5.97668737691709E-11
41050,5.97668737691709E-11
41200,5.97668737691709E-11
41350,5.97668737691709E-11
41500,5.97668737691709E-11
41650,5.97668737691709E-11
41800,5.97668737691709E-11
41950,5.97668737691709E-11
42100,5.97668737691709E-11
42250,5.97668737691709E-11
42400,5.97668737691709E-11
42550,5.97668737691709E-11
42700,5.97668737691709E-11
42850,5.97668737691709E-11
43000,5.97668737691709E-11
43150,5.97668737691709E-11
43300,5.97668737691709E-11
43450,5.97668737691709E-11
43600,5.97668737691709E-11
43750,5.97668737691709E-11
43900,5.97668737691709E-11
44050,5.97668737691709E-11
44200,5.97668737691709E-11
44350,5.97668737691709E-11
44500,5.97668737691709E-11
44650,5.97668737691709E-11
44800,5.97668737691709E-11
44950,5.97668737691709E-11
45100,5.97668737691709E-11
45250,5.97668737691709E-11
45400,5.97668737691709E-11
45550,5.97668737691709E-11
45700,5.97668737691709E-11
45850,5.97668737691709E-11
46000,5.97668737691709E-11
46150,5.97668737691709E-11
46300,5.97668737691709E-11
46450,5.97668737691709E-11
46600,5.97668737691709E-11
46750,5.97668737691709E-11
46900,5.97668737691709E-11
47050,5.97668737691709E-11
47200,5.97668737691709E-11
47350,5.97668737691709E-11
47500,5.97668737691709E-11
47650,5.97668737691709E-11
47800,5.97668737691709E-11
47950,5.97668737691709E-11
48100,5.97668737691709E-11
48250,5.97668737691709E-11
48400,5.97668737691709E-11
48550,5.97668737691709E-11
48700,5.97668737691709E-11
48850,5.97668737691709E-11
49000,5.97668737691709E-11
49150,5.97668737691709E-11
49300,5.97668737691709E-11
49450,5.97668737691709E-11
49600,5.97668737691709E-11
49750,5.97668737691709E-11
49900,5.97668737691709E-11
50050,5.97668737691709E-11
50200,5.97668737691709E-11
50350,5.97668737691709E-11
50500,5.97668737691709E-11
50650,5.97668737691709E-11
50800,5.97668737691709E-11
50950,5.97668737691709E-11
51100,5.97668737691709E-11
51250,5.97668737691709E-11
51400,5.97668737691709E-11
51550,5.97668737691709E-11
51700,5.97668737691709E-11
51850,5.97668737691709E-11
52000,5.97668737691709E-11
52150,5.97668737691709E-11
52300,5.97668737691709E-11
52450,5.97668737691709E-11
52600,5.97668737691709E-11
52750,5.97668737691709E-11
52900,5.97668737691709E-11
53050,5.97668737691709E-11
53200,5.97668737691709E-11
53350,5.97668737691709E-11
53500,5.97668737691709E-11
53650,5.97668737691709E-11
53800,5.97668737691709E-11
53950,5.97668737691709E-11
54100,5.97668737691709E-11
54250,5.97668737691709E-11
54400,5.97668737691709E-11
54550,5.97668737691709E-11
54700,5.97668737691709E-11
54850,5.97668737691709E-11
